mir,disease
hsa-mir-143,"Neoplasms, Glandular and Epithelial"
hsa-mir-143,"Carcinoma, Ovarian Epithelial"
hsa-mir-143,Intestinal Neoplasms
hsa-mir-143,Esophageal Squamous Cell Carcinoma
hsa-mir-143,Chondrosarcoma
hsa-mir-143,Myasthenia Gravis
hsa-mir-143,Brain Neoplasms
hsa-mir-143,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-143,Myocardial Infarction
hsa-mir-143,Head and Neck Neoplasms
hsa-mir-143,Carcinoma
hsa-mir-143,Laryngeal Neoplasms
hsa-mir-143,Salter-Harris Fractures
hsa-mir-143,"Dermatitis, Atopic"
hsa-mir-143,Colitis
hsa-mir-143,Stroke
hsa-mir-143,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-144,"Prostatic Neoplasms, Castration-Resistant"
hsa-mir-144,"Lymphoma, Large B-Cell, Diffuse"
hsa-mir-144,"Carcinoma, Hepatocellular"
hsa-mir-144,"Carcinoma, Renal Cell"
hsa-mir-144,Neoplasm Invasiveness
hsa-mir-144,Colonic Neoplasms
hsa-mir-144,"Aortic Aneurysm, Abdominal"
hsa-mir-144,"Thyroid Carcinoma, Anaplastic"
hsa-mir-144,Thyroid Neoplasms
hsa-mir-144,"Thyroid Cancer, Papillary"
hsa-mir-144,Stomach Neoplasms
hsa-mir-144,Astrocytoma
hsa-mir-144,Osteosarcoma
hsa-mir-144,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
hsa-mir-144,Hyperglycemia
hsa-mir-144,Wilms Tumor
hsa-mir-144,Esophageal Neoplasms
hsa-mir-144,"Tuberculosis, Pulmonary"
hsa-mir-144,Friedreich Ataxia
hsa-mir-144,Irritable Bowel Syndrome
hsa-mir-144,Acute Lung Injury
hsa-mir-144,Nasopharyngeal Neoplasms
hsa-mir-144,Adenocarcinoma
hsa-mir-144,Transfusion-Related Acute Lung Injury
hsa-mir-144,Crohn Disease
hsa-mir-144,"Neoplasm Recurrence, Local"
hsa-mir-144,Bile Duct Neoplasms
hsa-mir-144,Pancreatic Neoplasms
hsa-mir-144,Carcinogenesis
hsa-mir-144,Colorectal Neoplasms
hsa-mir-144,Neuroendocrine Tumors
hsa-mir-144,Neuroblastoma
hsa-mir-144,Diabetic Cardiomyopathies
hsa-mir-144,"Anemia, Sickle Cell"
hsa-mir-144,Glioma
hsa-mir-144,Insulinoma
hsa-mir-144,"Hematoma, Subdural, Chronic"
hsa-mir-144,Rectal Neoplasms
hsa-mir-144,Inflammatory Bowel Diseases
hsa-mir-144,Kidney Neoplasms
hsa-mir-144,Osteoporosis
hsa-mir-144,Neoplasm Metastasis
hsa-mir-144,Cytomegalovirus Infections
hsa-mir-144,Diabetic Retinopathy
hsa-mir-144,Melanoma
hsa-mir-144,Lung Neoplasms
hsa-mir-144,Bone Neoplasms
hsa-mir-144,"Carcinoma, Squamous Cell"
hsa-mir-144,Ovarian Neoplasms
hsa-mir-144,Liver Neoplasms
hsa-mir-144,Parkinson Disease
hsa-mir-144,Urinary Bladder Neoplasms
hsa-mir-144,Solitary Pulmonary Nodule
hsa-mir-144,Uterine Cervical Neoplasms
hsa-mir-144,Polycystic Ovary Syndrome
hsa-mir-144,"Neoplasms, Experimental"
hsa-mir-144,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-144,"Cell Transformation, Neoplastic"
hsa-mir-144,Glioblastoma
hsa-mir-144,Squamous Cell Carcinoma of Head and Neck
hsa-mir-144,Lymphatic Metastasis
hsa-mir-144,Osteoarthritis
hsa-mir-144,"Influenza, Human"
hsa-mir-144,Adenocarcinoma of Lung
hsa-mir-144,"Diabetes Mellitus, Type 2"
hsa-mir-144,Myocardial Reperfusion Injury
hsa-mir-144,Prostatic Neoplasms
hsa-mir-144,"Obstetric Labor, Premature"
hsa-mir-144,"Cardiomyopathy, Dilated"
hsa-mir-144,Breast Neoplasms
hsa-mir-144,Mouth Neoplasms
hsa-mir-144,Nasopharyngeal Carcinoma
hsa-mir-144,Bronchiolitis Obliterans
hsa-mir-144,"Neoplasms, Glandular and Epithelial"
hsa-mir-144,Cholangiocarcinoma
hsa-mir-144,"Carcinoma, Papillary"
hsa-mir-144,Pre-Eclampsia
hsa-mir-144,Osteonecrosis
hsa-mir-144,Idiopathic Pulmonary Fibrosis
hsa-mir-144,Uveal Neoplasms
hsa-mir-144,Periodontitis
hsa-mir-144,Esophageal Squamous Cell Carcinoma
hsa-mir-144,"Pulmonary Disease, Chronic Obstructive"
hsa-mir-144,Brain Neoplasms
hsa-mir-144,Multiple Myeloma
hsa-mir-144,Head and Neck Neoplasms
hsa-mir-144,Laryngeal Neoplasms
hsa-mir-144,Carcinoma
hsa-mir-144,Colitis
hsa-mir-144,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-144,Lymphoma
hsa-mir-145,Urologic Neoplasms
hsa-mir-145,Endometrial Neoplasms
hsa-mir-145,"Lymphoma, Large B-Cell, Diffuse"
hsa-mir-145,Papillomavirus Infections
hsa-mir-145,Carotid Artery Injuries
hsa-mir-145,"Anemia, Macrocytic"
hsa-mir-145,Uterine Diseases
hsa-mir-145,Atherosclerosis
hsa-mir-145,"Carcinoma, Hepatocellular"
hsa-mir-145,Myelodysplastic Syndromes
hsa-mir-145,Meningeal Neoplasms
hsa-mir-145,"Carcinoma, Renal Cell"
hsa-mir-145,Neoplasm Invasiveness
hsa-mir-145,Colonic Neoplasms
hsa-mir-145,Kidney Diseases
hsa-mir-145,"Carcinoma, Pancreatic Ductal"
hsa-mir-145,Vascular Diseases
hsa-mir-145,Thyroid Neoplasms
hsa-mir-145,Peritoneal Neoplasms
hsa-mir-145,"Thyroid Cancer, Papillary"
hsa-mir-145,Stomach Neoplasms
hsa-mir-145,Retinoblastoma
hsa-mir-145,Endometriosis
hsa-mir-145,"Cystadenocarcinoma, Serous"
hsa-mir-145,Plasmacytoma
hsa-mir-145,Osteosarcoma
hsa-mir-145,Cardiomegaly
hsa-mir-145,Triple Negative Breast Neoplasms
hsa-mir-145,Hypospadias
hsa-mir-145,Wilms Tumor
hsa-mir-145,Esophageal Neoplasms
hsa-mir-145,"Sarcoma, Ewing"
hsa-mir-145,"Colitis, Ulcerative"
hsa-mir-145,Hepatitis B
hsa-mir-145,"Carcinoma, Intraductal, Noninfiltrating"
hsa-mir-145,Nasopharyngeal Neoplasms
hsa-mir-145,Adenocarcinoma
hsa-mir-145,Liposarcoma
hsa-mir-145,"Neoplasm Recurrence, Local"
hsa-mir-145,Venous Thrombosis
hsa-mir-145,"Neoplasm, Residual"
hsa-mir-145,Bile Duct Neoplasms
hsa-mir-145,HIV Infections
hsa-mir-145,Vascular Malformations
hsa-mir-145,Prostatic Hyperplasia
hsa-mir-145,Pancreatic Neoplasms
hsa-mir-145,Carcinogenesis
hsa-mir-145,Colorectal Neoplasms
hsa-mir-145,"Myasthenia Gravis, Autoimmune, Experimental"
hsa-mir-145,Neuroendocrine Tumors
hsa-mir-145,Central Nervous System Neoplasms
hsa-mir-145,Chemical and Drug Induced Liver Injury
hsa-mir-145,Urethral Neoplasms
hsa-mir-145,"Leukemia-Lymphoma, Adult T-Cell"
hsa-mir-145,"Arthritis, Rheumatoid"
hsa-mir-145,Adenoma
hsa-mir-145,Neuroblastoma
hsa-mir-145,Brain Ischemia
hsa-mir-145,Diabetes Mellitus
hsa-mir-145,Diabetic Cardiomyopathies
hsa-mir-145,Bone Resorption
hsa-mir-145,Glioma
hsa-mir-145,Hepatitis C
hsa-mir-145,Ureteral Obstruction
hsa-mir-145,Cystic Fibrosis
hsa-mir-145,Small Cell Lung Carcinoma
hsa-mir-145,Reperfusion Injury
hsa-mir-145,COVID-19
hsa-mir-145,Kidney Neoplasms
hsa-mir-145,Osteoporosis
hsa-mir-145,Corneal Injuries
hsa-mir-145,Neoplasm Metastasis
hsa-mir-145,Skin Neoplasms
hsa-mir-145,Cytomegalovirus Infections
hsa-mir-145,Asthma
hsa-mir-145,Liver Cirrhosis
hsa-mir-145,Glaucoma
hsa-mir-145,Diabetic Retinopathy
hsa-mir-145,Melanoma
hsa-mir-145,Lung Neoplasms
hsa-mir-145,"Carcinoma, Squamous Cell"
hsa-mir-145,Bone Neoplasms
hsa-mir-145,Ovarian Neoplasms
hsa-mir-145,Liver Neoplasms
hsa-mir-145,Pterygium
hsa-mir-145,Urinary Bladder Neoplasms
hsa-mir-145,Pituitary Neoplasms
hsa-mir-145,Thrombosis
hsa-mir-145,"Arthritis, Experimental"
hsa-mir-145,Prolactinoma
hsa-mir-145,Primary Ovarian Insufficiency
hsa-mir-145,Uterine Cervical Neoplasms
hsa-mir-145,Polycystic Ovary Syndrome
hsa-mir-145,Hepatoblastoma
hsa-mir-145,Thymoma
hsa-mir-145,"Neoplasms, Experimental"
hsa-mir-145,Cocarcinogenesis
hsa-mir-145,"Cell Transformation, Neoplastic"
hsa-mir-145,Sepsis
hsa-mir-145,Femur Head Necrosis
hsa-mir-145,Glioblastoma
hsa-mir-145,Squamous Cell Carcinoma of Head and Neck
hsa-mir-145,Lymphatic Metastasis
hsa-mir-145,Pleural Neoplasms
hsa-mir-145,"Osteoarthritis, Knee"
hsa-mir-145,Osteoarthritis
hsa-mir-145,Retinal Neoplasms
hsa-mir-145,Post-Acute COVID-19 Syndrome
hsa-mir-145,Leukemia
hsa-mir-145,Venous Thromboembolism
hsa-mir-145,Thymus Neoplasms
hsa-mir-145,Adenomyosis
hsa-mir-145,Adenocarcinoma of Lung
hsa-mir-145,Gallbladder Neoplasms
hsa-mir-145,Peritoneal Fibrosis
hsa-mir-145,Biliary Atresia
hsa-mir-145,"Leukemia, Myeloid, Acute"
hsa-mir-145,Prostatic Neoplasms
hsa-mir-145,Gastrointestinal Neoplasms
hsa-mir-145,Corneal Neovascularization
hsa-mir-145,Meningioma
hsa-mir-145,Breast Neoplasms
hsa-mir-145,"Anemia, Diamond-Blackfan"
hsa-mir-145,Fallopian Tube Neoplasms
hsa-mir-145,Mouth Neoplasms
hsa-mir-145,Colitis
hsa-mir-145,Nasopharyngeal Carcinoma
hsa-mir-145,"Mammary Neoplasms, Experimental"
hsa-mir-145,"Neoplasms, Glandular and Epithelial"
hsa-mir-145,"Scleroderma, Systemic"
hsa-mir-145,Arsenic Poisoning
hsa-mir-145,"Carcinoma, Ovarian Epithelial"
hsa-mir-145,Cholangiocarcinoma
hsa-mir-145,Intestinal Neoplasms
hsa-mir-145,Carcinoma in Situ
hsa-mir-145,"Carcinoma, Papillary"
hsa-mir-145,Pre-Eclampsia
hsa-mir-145,Carotid Stenosis
hsa-mir-145,Idiopathic Pulmonary Fibrosis
hsa-mir-145,Uveal Neoplasms
hsa-mir-145,"Carcinoma, Ductal, Breast"
hsa-mir-145,"Pulmonary Disease, Chronic Obstructive"
hsa-mir-145,Esophageal Squamous Cell Carcinoma
hsa-mir-145,Precancerous Conditions
hsa-mir-145,Chondrosarcoma
hsa-mir-145,Cerebral Infarction
hsa-mir-145,Myasthenia Gravis
hsa-mir-145,Mesothelioma
hsa-mir-145,Brain Neoplasms
hsa-mir-145,Ischemia
hsa-mir-145,Head and Neck Neoplasms
hsa-mir-145,Myocardial Infarction
hsa-mir-145,Lupus Nephritis
hsa-mir-145,Laryngeal Neoplasms
hsa-mir-145,Carcinoma
hsa-mir-145,Heart Failure
hsa-mir-145,Dog Diseases
hsa-mir-145,Stroke
hsa-mir-145,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-145,"Mesothelioma, Malignant"
hsa-mir-125a,"Neoplasms, Hormone-Dependent"
hsa-mir-125a,Atherosclerosis
hsa-mir-125a,"Carcinoma, Hepatocellular"
hsa-mir-125a,Peripheral Arterial Disease
hsa-mir-125a,"Carcinoma, Renal Cell"
hsa-mir-125a,Neoplasm Invasiveness
hsa-mir-125a,Colonic Neoplasms
hsa-mir-125a,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-125a,"Carcinoma, Pancreatic Ductal"
hsa-mir-125a,Atrial Fibrillation
hsa-mir-125a,"Thyroid Cancer, Papillary"
hsa-mir-125a,Thyroid Neoplasms
hsa-mir-125a,Stomach Neoplasms
hsa-mir-125a,Retinoblastoma
hsa-mir-125a,Osteosarcoma
hsa-mir-125a,"Lipomatosis, Multiple Symmetrical"
hsa-mir-125a,Binge Drinking
hsa-mir-125a,Spinal Neoplasms
hsa-mir-125a,"Infarction, Middle Cerebral Artery"
hsa-mir-125a,Coronary Artery Disease
hsa-mir-125a,Esophageal Neoplasms
hsa-mir-125a,"Tuberculosis, Pulmonary"
hsa-mir-125a,Nasopharyngeal Neoplasms
hsa-mir-125a,Adenocarcinoma
hsa-mir-125a,Vasculitis
hsa-mir-125a,Cerebellar Neoplasms
hsa-mir-125a,"Neoplasm Recurrence, Local"
hsa-mir-125a,"Stress Disorders, Post-Traumatic"
hsa-mir-125a,Pancreatic Neoplasms
hsa-mir-125a,Carcinogenesis
hsa-mir-125a,Colorectal Neoplasms
hsa-mir-125a,Acute Coronary Syndrome
hsa-mir-125a,"Arthritis, Rheumatoid"
hsa-mir-125a,Neuroblastoma
hsa-mir-125a,Hepatitis C
hsa-mir-125a,Glioma
hsa-mir-125a,Short Bowel Syndrome
hsa-mir-125a,Hematologic Neoplasms
hsa-mir-125a,Small Cell Lung Carcinoma
hsa-mir-125a,Inflammatory Bowel Diseases
hsa-mir-125a,Kidney Neoplasms
hsa-mir-125a,Neoplasm Metastasis
hsa-mir-125a,Skin Neoplasms
hsa-mir-125a,Liver Cirrhosis
hsa-mir-125a,Melanoma
hsa-mir-125a,Lung Neoplasms
hsa-mir-125a,"Carcinoma, Squamous Cell"
hsa-mir-125a,Bone Neoplasms
hsa-mir-125a,Ovarian Neoplasms
hsa-mir-125a,Liver Neoplasms
hsa-mir-125a,Urinary Bladder Neoplasms
hsa-mir-125a,Uterine Cervical Neoplasms
hsa-mir-125a,"Arthritis, Juvenile"
hsa-mir-125a,"Cell Transformation, Neoplastic"
hsa-mir-125a,Glioblastoma
hsa-mir-125a,"Hypertension, Pulmonary"
hsa-mir-125a,Lymphatic Metastasis
hsa-mir-125a,Medulloblastoma
hsa-mir-125a,Osteoarthritis
hsa-mir-125a,Leukemia
hsa-mir-125a,"Influenza, Human"
hsa-mir-125a,Psoriasis
hsa-mir-125a,Adenocarcinoma of Lung
hsa-mir-125a,"Leukemia, Myeloid, Acute"
hsa-mir-125a,Prostatic Neoplasms
hsa-mir-125a,Gastrointestinal Neoplasms
hsa-mir-125a,Gastrointestinal Stromal Tumors
hsa-mir-125a,Breast Neoplasms
hsa-mir-125a,Pulmonary Fibrosis
hsa-mir-125a,Mouth Neoplasms
hsa-mir-125a,Nasopharyngeal Carcinoma
hsa-mir-125a,Intervertebral Disc Degeneration
hsa-mir-125a,Hashimoto Disease
hsa-mir-125a,Pre-Eclampsia
hsa-mir-125a,Pericardial Effusion
hsa-mir-125a,Multiple Sclerosis
hsa-mir-125a,"Pulmonary Disease, Chronic Obstructive"
hsa-mir-125a,Esophageal Squamous Cell Carcinoma
hsa-mir-125a,Brain Neoplasms
hsa-mir-125a,Multiple Myeloma
hsa-mir-125a,Head and Neck Neoplasms
hsa-mir-125a,Carcinoma
hsa-mir-125a,Laryngeal Neoplasms
hsa-mir-125a,Chordoma
hsa-mir-125a,Pulmonary Emphysema
hsa-mir-125a,Stroke
hsa-mir-125a,Placenta Accreta
hsa-mir-126,"Lymphoma, Large B-Cell, Diffuse"
hsa-mir-126,Endometrial Neoplasms
hsa-mir-126,"Neoplasms, Hormone-Dependent"
hsa-mir-126,Atherosclerosis
hsa-mir-126,"Carcinoma, Hepatocellular"
hsa-mir-126,Vascular Calcification
hsa-mir-126,"Carcinoma, Renal Cell"
hsa-mir-126,Neoplasm Invasiveness
hsa-mir-126,Colonic Neoplasms
hsa-mir-126,"Aortic Aneurysm, Thoracic"
hsa-mir-126,"Carcinoma, Pancreatic Ductal"
hsa-mir-126,Vascular Diseases
hsa-mir-126,Thyroid Neoplasms
hsa-mir-126,"Thyroid Cancer, Papillary"
hsa-mir-126,Stomach Neoplasms
hsa-mir-126,Endometriosis
hsa-mir-126,Arteriosclerosis Obliterans
hsa-mir-126,Osteosarcoma
hsa-mir-126,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
hsa-mir-126,Retinal Neovascularization
hsa-mir-126,Erectile Dysfunction
hsa-mir-126,Triple Negative Breast Neoplasms
hsa-mir-126,Aberrant Crypt Foci
hsa-mir-126,Hyperglycemia
hsa-mir-126,Coronary Artery Disease
hsa-mir-126,Esophageal Neoplasms
hsa-mir-126,Acute Lung Injury
hsa-mir-126,"Lymphoma, T-Cell, Peripheral"
hsa-mir-126,Aortic Aneurysm
hsa-mir-126,Acute Kidney Injury
hsa-mir-126,Adenocarcinoma
hsa-mir-126,Moyamoya Disease
hsa-mir-126,Bile Duct Neoplasms
hsa-mir-126,HIV Infections
hsa-mir-126,Parathyroid Neoplasms
hsa-mir-126,Pancreatic Neoplasms
hsa-mir-126,Carcinogenesis
hsa-mir-126,Colorectal Neoplasms
hsa-mir-126,Diabetic Angiopathies
hsa-mir-126,"Arthritis, Rheumatoid"
hsa-mir-126,Tongue Neoplasms
hsa-mir-126,Coronary Restenosis
hsa-mir-126,Brain Ischemia
hsa-mir-126,Diabetes Mellitus
hsa-mir-126,Bone Resorption
hsa-mir-126,Glioma
hsa-mir-126,Cystic Fibrosis
hsa-mir-126,"Mammary Neoplasms, Animal"
hsa-mir-126,Small Cell Lung Carcinoma
hsa-mir-126,Reperfusion Injury
hsa-mir-126,Kidney Neoplasms
hsa-mir-126,"Adenocarcinoma, Follicular"
hsa-mir-126,Neoplasm Metastasis
hsa-mir-126,Skin Neoplasms
hsa-mir-126,"Adenocarcinoma, Mucinous"
hsa-mir-126,Liver Cirrhosis
hsa-mir-126,Vascular System Injuries
hsa-mir-126,Diabetic Retinopathy
hsa-mir-126,Melanoma
hsa-mir-126,Lung Neoplasms
hsa-mir-126,Bone Neoplasms
hsa-mir-126,"Carcinoma, Squamous Cell"
hsa-mir-126,Ovarian Neoplasms
hsa-mir-126,Liver Neoplasms
hsa-mir-126,Parkinson Disease
hsa-mir-126,"Sarcoma, Kaposi"
hsa-mir-126,Pulpitis
hsa-mir-126,Urinary Bladder Neoplasms
hsa-mir-126,Thrombosis
hsa-mir-126,Primary Ovarian Insufficiency
hsa-mir-126,Uterine Cervical Neoplasms
hsa-mir-126,Hepatoblastoma
hsa-mir-126,"Diabetes Mellitus, Experimental"
hsa-mir-126,"Neoplasms, Experimental"
hsa-mir-126,"Cell Transformation, Neoplastic"
hsa-mir-126,Sepsis
hsa-mir-126,Glioblastoma
hsa-mir-126,Squamous Cell Carcinoma of Head and Neck
hsa-mir-126,Pleural Neoplasms
hsa-mir-126,Lymphatic Metastasis
hsa-mir-126,"Lupus Erythematosus, Systemic"
hsa-mir-126,Retinopathy of Prematurity
hsa-mir-126,Osteoarthritis
hsa-mir-126,Leukemia
hsa-mir-126,"Carcinoma, Endometrioid"
hsa-mir-126,Psoriasis
hsa-mir-126,"Mesothelioma, Malignant"
hsa-mir-126,Adenocarcinoma of Lung
hsa-mir-126,"Leukemia, Myeloid"
hsa-mir-126,"Diabetes Mellitus, Type 2"
hsa-mir-126,"Leukemia, Myeloid, Acute"
hsa-mir-126,Myocardial Reperfusion Injury
hsa-mir-126,Prostatic Neoplasms
hsa-mir-126,"Cardiomyopathy, Dilated"
hsa-mir-126,Breast Neoplasms
hsa-mir-126,"Leukemia, Lymphocytic, Chronic, B-Cell"
hsa-mir-126,Mouth Neoplasms
hsa-mir-126,Obesity
hsa-mir-126,"Scleroderma, Systemic"
hsa-mir-126,Cholangiocarcinoma
hsa-mir-126,"Carcinoma, Ovarian Epithelial"
hsa-mir-126,Carcinoma in Situ
hsa-mir-126,"Carcinoma, Papillary"
hsa-mir-126,Pre-Eclampsia
hsa-mir-126,Esophageal Squamous Cell Carcinoma
hsa-mir-126,Myocardial Ischemia
hsa-mir-126,Giant Cell Tumors
hsa-mir-126,Osteolysis
hsa-mir-126,Chondrosarcoma
hsa-mir-126,Cerebral Infarction
hsa-mir-126,Tuberous Sclerosis
hsa-mir-126,Cardiomyopathies
hsa-mir-126,Mesothelioma
hsa-mir-126,Brain Neoplasms
hsa-mir-126,Intracranial Thrombosis
hsa-mir-126,Ischemia
hsa-mir-126,Multiple Myeloma
hsa-mir-126,Myocardial Infarction
hsa-mir-126,Head and Neck Neoplasms
hsa-mir-126,Carcinoma
hsa-mir-126,Laryngeal Neoplasms
hsa-mir-126,Spinal Cord Injuries
hsa-mir-126,Heart Failure
hsa-mir-126,Colitis
hsa-mir-126,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-126,Hypothyroidism
hsa-mir-126,Dermatitis
hsa-mir-146a,Hypersensitivity
hsa-mir-146a,Papillomavirus Infections
hsa-mir-146a,Atherosclerosis
hsa-mir-146a,Epstein-Barr Virus Infections
hsa-mir-146a,"Carcinoma, Hepatocellular"
hsa-mir-146a,Hemorrhagic Fever with Renal Syndrome
hsa-mir-146a,"Pneumonia, Mycoplasma"
hsa-mir-146a,"Carcinoma, Renal Cell"
hsa-mir-146a,Penile Neoplasms
hsa-mir-146a,Neoplasm Invasiveness
hsa-mir-146a,Colonic Neoplasms
hsa-mir-146a,"Aortic Aneurysm, Thoracic"
hsa-mir-146a,"Carcinoma, Pancreatic Ductal"
hsa-mir-146a,"Purpura, Thrombocytopenic, Idiopathic"
hsa-mir-146a,Thyroid Neoplasms
hsa-mir-146a,"Thyroid Cancer, Papillary"
hsa-mir-146a,Stomach Neoplasms
hsa-mir-146a,Retinoblastoma
hsa-mir-146a,Leprosy
hsa-mir-146a,"Abortion, Habitual"
hsa-mir-146a,Astrocytoma
hsa-mir-146a,Cardiomegaly
hsa-mir-146a,Triple Negative Breast Neoplasms
hsa-mir-146a,"Epilepsy, Temporal Lobe"
hsa-mir-146a,Pressure Ulcer
hsa-mir-146a,Helicobacter Infections
hsa-mir-146a,Hyperglycemia
hsa-mir-146a,Coronary Artery Disease
hsa-mir-146a,Esophageal Neoplasms
hsa-mir-146a,Polymyositis
hsa-mir-146a,"Tuberculosis, Pulmonary"
hsa-mir-146a,Acute Lung Injury
hsa-mir-146a,"Rhinitis, Allergic"
hsa-mir-146a,"Leukemia, Myelomonocytic, Acute"
hsa-mir-146a,Ischemic Stroke
hsa-mir-146a,Acute Kidney Injury
hsa-mir-146a,Adenocarcinoma
hsa-mir-146a,"Pregnancy Complications, Cardiovascular"
hsa-mir-146a,Cryptococcosis
hsa-mir-146a,Mesenteric Ischemia
hsa-mir-146a,"Neoplasm Recurrence, Local"
hsa-mir-146a,Thrombocytopenia
hsa-mir-146a,HIV Infections
hsa-mir-146a,Cattle Diseases
hsa-mir-146a,Pancreatic Neoplasms
hsa-mir-146a,Carcinogenesis
hsa-mir-146a,Colorectal Neoplasms
hsa-mir-146a,Diabetic Angiopathies
hsa-mir-146a,Phlebotomus Fever
hsa-mir-146a,"Leukemia-Lymphoma, Adult T-Cell"
hsa-mir-146a,"Arthritis, Rheumatoid"
hsa-mir-146a,Neuroblastoma
hsa-mir-146a,Brain Ischemia
hsa-mir-146a,Diabetes Mellitus
hsa-mir-146a,Hepatitis C
hsa-mir-146a,Glioma
hsa-mir-146a,Diabetic Foot
hsa-mir-146a,"Neoplastic Cells, Circulating"
hsa-mir-146a,"Lichen Planus, Oral"
hsa-mir-146a,Coxsackievirus Infections
hsa-mir-146a,Graves Ophthalmopathy
hsa-mir-146a,Reperfusion Injury
hsa-mir-146a,Aortic Dissection
hsa-mir-146a,Kidney Neoplasms
hsa-mir-146a,Hyperalgesia
hsa-mir-146a,"Adenocarcinoma, Follicular"
hsa-mir-146a,Neoplasm Metastasis
hsa-mir-146a,Skin Neoplasms
hsa-mir-146a,Hepatitis A
hsa-mir-146a,"Adenocarcinoma, Mucinous"
hsa-mir-146a,Cardiotoxicity
hsa-mir-146a,"Carcinoma, Signet Ring Cell"
hsa-mir-146a,Diabetic Retinopathy
hsa-mir-146a,Liver Cirrhosis
hsa-mir-146a,Dermatomyositis
hsa-mir-146a,Melanoma
hsa-mir-146a,Urethral Stricture
hsa-mir-146a,Lung Neoplasms
hsa-mir-146a,"Carcinoma, Squamous Cell"
hsa-mir-146a,Ovarian Neoplasms
hsa-mir-146a,Liver Neoplasms
hsa-mir-146a,"Sarcoma, Kaposi"
hsa-mir-146a,Urinary Bladder Neoplasms
hsa-mir-146a,Thrombosis
hsa-mir-146a,"Lymphoma, Extranodal NK-T-Cell"
hsa-mir-146a,Primary Ovarian Insufficiency
hsa-mir-146a,Uterine Cervical Neoplasms
hsa-mir-146a,"Diabetes Mellitus, Experimental"
hsa-mir-146a,"Arthritis, Juvenile"
hsa-mir-146a,Poultry Diseases
hsa-mir-146a,Enterovirus Infections
hsa-mir-146a,"Cell Transformation, Neoplastic"
hsa-mir-146a,Sepsis
hsa-mir-146a,Choroidal Neovascularization
hsa-mir-146a,Femur Head Necrosis
hsa-mir-146a,Glioblastoma
hsa-mir-146a,Lymphatic Metastasis
hsa-mir-146a,Sjogren's Syndrome
hsa-mir-146a,Osteoarthritis
hsa-mir-146a,Diabetes Complications
hsa-mir-146a,Retinal Neoplasms
hsa-mir-146a,"Influenza, Human"
hsa-mir-146a,"Hepatitis B, Chronic"
hsa-mir-146a,Adenocarcinoma of Lung
hsa-mir-146a,"Diabetes Mellitus, Type 2"
hsa-mir-146a,"Leukemia, Myeloid, Acute"
hsa-mir-146a,Neurogenic Inflammation
hsa-mir-146a,Diabetic Nephropathies
hsa-mir-146a,Prostatic Neoplasms
hsa-mir-146a,Melioidosis
hsa-mir-146a,Neonatal Sepsis
hsa-mir-146a,Breast Neoplasms
hsa-mir-146a,"Nervous System Autoimmune Disease, Experimental"
hsa-mir-146a,"Leukemia, Lymphocytic, Chronic, B-Cell"
hsa-mir-146a,Coronavirus Infections
hsa-mir-146a,Mouth Neoplasms
hsa-mir-146a,Fatty Liver
hsa-mir-146a,Hereditary Autoinflammatory Diseases
hsa-mir-146a,"Neoplasms, Glandular and Epithelial"
hsa-mir-146a,"Carcinoma, Ovarian Epithelial"
hsa-mir-146a,"Carcinoma, Papillary"
hsa-mir-146a,Pre-Eclampsia
hsa-mir-146a,Food Hypersensitivity
hsa-mir-146a,"Pulmonary Disease, Chronic Obstructive"
hsa-mir-146a,Esophageal Squamous Cell Carcinoma
hsa-mir-146a,Precancerous Conditions
hsa-mir-146a,Myocardial Ischemia
hsa-mir-146a,Cardiomyopathies
hsa-mir-146a,Brain Neoplasms
hsa-mir-146a,Ischemia
hsa-mir-146a,Myocardial Infarction
hsa-mir-146a,Lupus Nephritis
hsa-mir-146a,Carcinoma
hsa-mir-146a,Heart Failure
hsa-mir-146a,Colitis
hsa-mir-146a,Stroke
hsa-mir-146a,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-149,"Leukemia, Myeloid, Acute"
hsa-mir-149,Myocardial Reperfusion Injury
hsa-mir-149,"Prostatic Neoplasms, Castration-Resistant"
hsa-mir-149,"Colitis, Ulcerative"
hsa-mir-149,Endometrial Neoplasms
hsa-mir-149,Kidney Neoplasms
hsa-mir-149,Prostatic Neoplasms
hsa-mir-149,Neoplasm Metastasis
hsa-mir-149,Nasopharyngeal Neoplasms
hsa-mir-149,Adenocarcinoma
hsa-mir-149,Atherosclerosis
hsa-mir-149,Breast Neoplasms
hsa-mir-149,Glaucoma
hsa-mir-149,Crohn Disease
hsa-mir-149,Pulmonary Fibrosis
hsa-mir-149,"Carcinoma, Hepatocellular"
hsa-mir-149,Melanoma
hsa-mir-149,Lung Neoplasms
hsa-mir-149,"Neoplasm Recurrence, Local"
hsa-mir-149,"Carcinoma, Squamous Cell"
hsa-mir-149,Bone Neoplasms
